question_id,question,reference,context,our_answer_wo_context,our_answer_w_context
d8c36503097411ebbdb0ac1f6bf848b6,"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,"Moment of Danger( also known as Malaga) is a 1960 crime drama film starring Trevor Howard, Dorothy Dandridge and Edmund Purdom. It was filmed in Europe in the late months of 1959. The film is based on the novel by Donald Mackenzie, and it was brought to the screen by David D. Osborn. The film proved to be the final completed film for Dorothy Dandridge.
The Ballad of Josie is a 1967 Technicolor American comedy western film directed by Andrew V. McLaglen and starring Doris Day, Peter Graves and George Kennedy. It humorously tackles 1960s themes of feminism in a traditional Western setting. The film featured the last acting role for William Talman. It was filmed on two locations in Thousand Oaks, California: North Ranch and Wildwood Regional Park.","I couldn't find any information on ""Moment Of Danger"" or """,Moment of Danger (1960)
42b3c0b80bde11eba7f7acde48001122,"When is Sir William Lowther, 3Rd Baronet's father's birthday?",20 April 1699,"Sir William Lowther, 3rd Baronet (1727 – 15 April 1756) was an English landowner, of Marske Hall, Yorkshire and Holker Hall. He was the eldest son of Sir Thomas Lowther, 2nd Baronet and Lady Elizabeth Cavendish. In January 1755, he inherited the Whitehaven estates and coal mines from his fourth cousin once removed, Sir James Lowther, 4th Baronet, and succeeded him as Member of Parliament for Cumberland. However, he died unmarried in 1756, last of his line. He left the bulk of his estates, including the Whitehaven inheritance, to his fourth cousin, James Lowther. Holker Hall, which had come from his grandmother Catherine Preston, was left to a distant cousin of his mother Lady Elizabeth Cavendish, Lord George Cavendish. Marske Hall was bought by Thomas Dundas, later Lord Dundas, in 1762.
Sir Thomas Lowther, 2nd Baronet (20 April 1699 – 23 March 1745) was an English landowner, dwelling at Marske Hall, Yorkshire. He was the only son of Sir William Lowther, 1st Baronet and Catherine Preston. On 2 July 1723 he married Lady Elizabeth Cavendish, daughter of William Cavendish, 2nd Duke of Devonshire, and had one son: He was thought to be the probable legatee of Sir James Lowther, 4th Baronet, and his alcoholism was concealed from Sir James by the rest of the family for fear he would be disinherited. In the event, Sir James survived him by a decade.",I don't have that information.,20 April 1699
563e2020088b11ebbd6fac1f6bf848b6,"Who was born earlier, Dušan Pirjevec or Kristien Hemmerechts?",Dušan Pirjevec,"Dušan Pirjevec, known by his nom de guerre Ahac( 20 March 1921 – 4 August 1977), was a Slovenian resistance fighter, literary historian and philosopher. He was one of the most influential public intellectuals in post –World War II Slovenia.
Kristien Hemmerechts( born 27 August 1955) is a Belgian writer.",I cannot verify the birth dates of Dušan Pirjevec or,Dušan Pirjevec.
431831d808af11ebbd83ac1f6bf848b6,"Which film has the director died first, The Big Caper or Grips, Grunts And Groans?","Grips, Grunts And Groans","The Big Caper is a 1957 American film noir crime film directed by Robert Stevens and starring Rory Calhoun, Mary Costa and James Gregory
Grips, Grunts and Groans is a 1937 short subject directed by Preston Black starring American slapstick comedy team The Three Stooges( Moe Howard, Larry Fine and Curly Howard). It is the 20th entry in the series released by Columbia Pictures starring the comedians, who released 190 shorts for the studio between 1934 and 1959.
Robert Stevens( December 2, 1920 – August 7, 1989) was an American director and producer. He led on a career of producing and directing many television shows and movies for nearly 4 decades. He was most active throughout the 1950s and 1960s. His most famous and notable works include his works as the producer/ director of"" Suspense"", as the director of"" Alfred Hitchcock Presents"" and as the director of"" The Alfred Hitchcock Hour"" and as the director of the movie"" Change of Mind"". He also directed the pilot of"" The Twilight Zone"". Work became slow for Stevens after the 1970s. His last work was as the director of an episode of"" Amazing Stories"" in 1987. In 1989, shortly before his death, Stevens was robbed and beaten in his rented Westport, Connecticut home where he had retired to in 1987. He died shortly thereafter of cardiac arrest on August 7, 1989 in Westport. He was 68 years old.
Jack White( born Jacob Weiss, March 2, 1897 – April 10, 1984) was a Hungarian- born American film producer, director and writer. His career in the film industry began in the late 1910s and continued until the early 1960s. White produced over 300 films; directed more than 60 of these, and wrote more than 50. He directed some of his sound comedies under the pseudonym"" Preston Black.""","I couldn't find any information on ""The Big Caper"" or",Robert Stevens died first.
39d2924e08b411ebbd87ac1f6bf848b6,"Which film has the director who is older than the other, Old Loves And New or Kill Me Tomorrow? ",Old Loves And New,"Maurice Tourneur (2 February 1876 – 4 August 1961) was a French film director and screenwriter.
Kill Me Tomorrow is a 1957 British crime film directed by Terence Fisher. It stars Pat O'Brien and Lois Maxwell. It was made by Tempean Films at Southall Studios in West London. The film features a cameo by Tommy Steele.
Terence Fisher( 23 February 1904 – 18 June 1980) was a British film director best known for his work for Hammer Films. He was the first to bring gothic horror alive in full colour, and the sexual overtones and explicit horror in his films, while mild by modern standards, were unprecedented in his day. His first major gothic horror film was"" The Curse of Frankenstein""( 1957), which launched Hammer's association with the genre and made British actors Peter Cushing and Christopher Lee leading horror stars of the era. He went on to film several adaptations of classic horror subjects, including"" Dracula""( 1958),"" The Mummy""( 1959), and"" The Curse of the Werewolf""( 1961). Given their subject matter and lurid approach, Fisher's films, though commercially successful, were largely dismissed by critics during his career. It is only in recent years that Fisher has become recognised as an"" auteur"" in his own right. His most famous films are characterised by a blend of fairytale myth and the supernatural alongside themes of sexuality, morality, and ‘ the charm of evil ’. Drawing heavily on a Christian conservative outlook, there is often a hero who defeats the powers of darkness by a combination of faith in God and reason, in contrast to other characters, who are either blindly superstitious or bound by cold, godless rationalism. For detailed discussions of Fisher's work, see"" Terence Fisher: Horror, Myth, and Religion"" by Paul Leggett( McFarland and Co, 2002),"" British Film Makers: Terence Fisher"" by Peter Hutchings( Manchester University Press, 2013), and"" The Films of Terence Fisher: Hammer Horror and Beyond"" by Wheeler Winston Dixon( Auteur Publishing, 2017).
Old Loves and New is a 1926 American silent drama film directed by Maurice Tourneur, one of his final American films. The romance and adventure story has the virtuous Lord Carew and the good- for- nothing Lord Geradine competing for the attentions of the virtuous Marny and the good- for- nothing Lady Carew, all set in the exotic desert sands of Algeria. The setting and story are completely typical of the desert- romance genre novelist Edith Maude Hull invented and specialized in. This film is now lost.","I couldn't find any information on the films ""Old Loves And New",Maurice Tourneur is older.
e82674bd089311ebbd75ac1f6bf848b6,"Which film has the director who was born first, Los Hijos De Fierro or A Pistol For Ringo?",A Pistol For Ringo,"Duccio Tessari( 11 October 1926 – 6 September 1994) was an Italian director, screenwriter and actor, considered one of the fathers of spaghetti westerns. Born in Genoa, Tessari started in the fifties as documentarist and as screenwriter of peplum films. In 1964 he co-wrote Sergio Leone's"" A Fistful of Dollars"", one year later he gained an impressive commercial success and launched the Giuliano Gemma's career with"" A Pistol for Ringo"" and its immediate sequel,"" The Return of Ringo"". He later touched different genres and worked in RAI TV, directing some successful TV- series. He died of cancer in Rome, at 68. He was married to actress Lorella De Luca.
Los Hijos de Fierro is a 1972 Argentine film directed by Fernando Pino Solanas.
A Pistol for Ringo is a 1965 Spaghetti Western, a joint Italian and Spanish production. Originally written and directed by Duccio Tessari, the film's success led to a sequel,"" The Return of Ringo"", later that year. The film stars Giuliano Gemma( billed as' Montgomery Wood') alongside Fernando Sancho, Nieves Navarro, George Martin, Antonio Casas, José Manuel Martín and Hally Hammond.
Fernando Ezequiel' Pino' Solanas( born 16 February 1936) is an Argentine film director, screenwriter and politician. His films include"" La hora de los hornos( The Hour of the Furnaces)""( 1968),"" Tangos: el exilio de Gardel""( 1985),"" Sur""( 1988),"" El viaje""( 1992),"" La nube""( 1998) and"" Memoria del saqueo""( 2004), among many others. Since 2013, he has been a National Senator representing the Autonomous City of Buenos Aires. Solanas studied theatre, music and law. In 1962, he directed his first short feature"" Seguir andando"" and in 1968 he covertly produced and directed his first long feature film"" La Hora de los Hornos"", a documentary on neo-colonialism and violence in Latin America. The film won several international awards and was screened around the world. Solanas has won the Grand Jury Prize and the Critics Award at the Venice Film Festival and the"" Prix de la mise en scène"" at the Cannes Film Festival. In 1999 he was the President of the Jury at the 21st Moscow International Film Festival. He was awarded a special Honorary Golden Bear at the 2004 Berlin Film Festival. He collaborated with tango composer and musician Ástor Piazzolla on the soundtracks for various movies.","Enzo G. Castellari, Los Hijos De Fier",Fernando Pino Solanas was born first.
3eb2c1080bd911eba7f7acde48001122,Which country the performer of song The Look Of Love (1967 Song) is from?,British,"Mary Isobel Catherine Bernadette O'Brien (16 April 1939 – 2 March 1999), professionally known as Dusty Springfield, was an English pop singer and record producer whose career extended from the late 1950s to the 1990s. With her distinctive mezzo-soprano sound, she was an important singer of blue-eyed soul and at her peak was one of the most successful British female performers, with six top 20 singles on the US ""Billboard"" Hot 100 and sixteen on the UK Singles Chart from 1963 to 1989. She is a member of the Rock and Roll Hall of Fame and UK Music Hall of Fame. International polls have named Springfield among the best female rock artists of all time. Her image, supported by a peroxide blonde bouffant hairstyle, evening gowns, and heavy make-up, as well as her flamboyant performances, made her an icon of the Swinging Sixties. Born in West Hampstead in London to a family that enjoyed music, Springfield learned to sing at home. In 1958 she joined her first professional group, The Lana Sisters, and two years later formed a pop-folk vocal trio, The Springfields, with her brother Tom Springfield and Tim Feild. They became the UK's top selling act. Her solo career began in 1963 with the upbeat pop hit, ""I Only Want to Be with You"". Among the hits that followed were ""Wishin' and Hopin' "" (1964), ""I Just Don't Know What to Do with Myself"" (1964), ""You Don't Have to Say You Love Me"" (1966), and ""Son of a Preacher Man"" (1968). As a fan of US soul music, she brought many little-known soul singers to the attention of a wider UK record-buying audience by hosting the first national TV performance of many top-selling Motown artists beginning in 1965. Partly owing to these efforts, a year later she eventually became the best-selling female singer in the world and topped a number of popularity polls, including ""Melody Maker""s Best International Vocalist. Although she was never considered a Northern Soul artist in her own right, her efforts contributed a great deal to the formation of the genre as a result. She was the first UK singer to top the ""New Musical Express"" readers' poll for Female Singer. To boost her credibility as a soul artist, Springfield went to Memphis, Tennessee, to record ""Dusty in Memphis"", an album of pop and soul music with the Atlantic Records main production team. Released in 1969, it has been ranked among the greatest albums of all time by the US magazine ""Rolling Stone"" and in polls by VH1 artists, ""New Musical Express"" readers, and Channel 4 viewers. The album was also awarded a spot in the Grammy Hall of Fame. Despite its current recognition, the album did not sell well. After its release, she relocated to America where she experienced a career slump for several years. However, in collaboration with Pet Shop Boys, she returned to the Top 10 of the UK and US charts in 1987 with ""What Have I Done to Deserve This?"" Two years later, she had two other UK hits on her own with ""Nothing Has Been Proved"" and ""In Private. "" Subsequently, in the mid-1990s, owing to the inclusion of ""Son of a Preacher Man"" on the ""Pulp Fiction"" soundtrack, interest in her early output was revived.
""The Look of Love"" is a popular song composed by Burt Bacharach and Hal David and sung by English pop singer Dusty Springfield, which appeared in the 1967 spoof James Bond film ""Casino Royale"". In 2008, the song was inducted into the Grammy Hall of Fame. It also received a Best Song nomination in the 1968 Academy Awards.",Dusty Springfield,English.
eb2a75220bdc11eba7f7acde48001122,Where was the place of burial of Princess Caroline Of Hesse-Darmstadt's father?,Pirmasens,"Louis IX of Hesse-Darmstadt  (15 December 1719 – 6 April 1790) was the Landgrave of Hesse-Darmstadt from 1768 - 1790. He was a son of Louis VIII, Landgrave of Hesse-Darmstadt, and Charlotte of Hanau-Lichtenberg and Müntzenberg. He was born in Darmstadt on 15 December 1719. On 12 August 1741, Louis married Caroline of Zweibrücken, daughter of Christian III, Duke of Zweibrücken. They had three sons and five daughters, including: In 1775, Louis married Marie Adelaide of Cheirouze, countess of Lemberg. On 6 April 1790 Louis died in Pirmasens.
Caroline of Hesse-Darmstadt (2 March 1746, Buchsweiler – 18 September 1821, Homburg) was Landgravine consort of Hesse-Homburg by marriage to Frederick V, Landgrave of Hesse-Homburg. She was the eldest daughter of Louis IX, Landgrave of Hesse-Darmstadt and his wife Caroline. She married Frederick V, Landgrave of Hesse-Homburg on 27 September 1768. The marriage was contracted for diplomatic and political reasons as the symbol of an inheritance dispute between their respective families. Caroline and Frederick V produced many children but their marriage never developed into a personal relationship, and they lived mostly separated lives. Caroline often spent time in the famed little villa that was given to her use in the forest near Homburg.",I do not have information on Princess Caroline of Hesse-Darmstadt,I do not know.
f1c093bc0bdc11eba7f7acde48001122,Where was the director of film Everybody'S Woman born?,Saarbrücken,"Everybody's Woman (Italian: La signora di tutti) is a 1934 Italian drama film directed by Max Ophüls and starring Isa Miranda, Memo Benassi and Tatyana Pavlova. It is the only film Max Ophüls made in Italy. The film was a success and Isa Miranda became a star. It was shot at the Cines Studios in Rome and on location in Como.
Maximillian Oppenheimer (6 May 1902 – 26 March 1957), known as Max Ophüls , was a German-born film director who worked in Germany (1931–1933), France (1933–1940 and 1950–1957), and the United States (1947–1950). He made nearly 30 films, the latter ones being especially notable: ""La Ronde"" (1950), ""Le Plaisir"" (1952), ""The Earrings of Madame de…"" (1953) and ""Lola Montès"" (1955). He was credited as Max Opuls on several of his American films, including ""The Reckless MomentCaughtLetter from an Unknown Woman"", and ""The Exile"". The annual Filmfestival Max Ophüls Preis in Saarbrücken is named after him.","I don't have information on the director of film ""Everybody's Woman",Germany.
2b3c1d2e086711ebbd5eac1f6bf848b6,"Are the bands The Lone Bellow and Xcrosscheckx, from the same country?",no,"The Lone Bellow is an American musical group from Brooklyn, New York, United States.
x Crosscheckx is a straight edge hardcore band from Germany.",The Lone Bellow is from USA.,"No, they are not."
29bd8c0c0bb011ebab90acde48001122,"Who is the paternal grandfather of William De Ferrers, 4Th Earl Of Derby?","Robert de Ferrers, 2nd Earl of Derby","William I de Ferrers, 3rd Earl of Derby (died 1190) was a 12th-century English Earl who resided in Tutbury Castle in Staffordshire and was head of a family which controlled a large part of Derbyshire known as Duffield Frith. He was also a Knight Templar. William was the son of Robert de Ferrers, 2nd Earl of Derby, and his wife, Margaret Peverel. He succeeded his father as Earl of Derby in 1162. He was married to Sybil, the daughter of William de Braose, 3rd Lord of Bramber, and Bertha of Hereford.
William II de Ferrers, 4th Earl of Derby (c. 1168 – c. 1247), was a favourite of King John of England. He succeeded to the estate (but not the title) upon the death of his father, William de Ferrers, 3rd Earl of Derby, at the Siege of Acre in 1190. He was head of a family which controlled a large part of Derbyshire which included an area known as Duffield Frith.",I am unable to verify who the paternal grandfather of William De Ferrers,"Robert de Ferrers, 2nd Earl of Derby."
c4946a840bdd11eba7f7acde48001122,"What is the date of death of Sudeley Hanbury-Tracy, 3Rd Baron Sudeley's father?",19 February 1863,"Thomas Charles Hanbury-Tracy, 2nd Baron Sudeley (5 February 1801 – 19 February 1863), known as Thomas Leigh between 1806 and 1838 and styled The Honourable Thomas Leigh between 1838 and 1839 and The Honourable Thomas Hanbury-Tracy between 1839 and 1858, was a British colliery owner and politician. Hanbury-Tracy was the son of Charles Hanbury-Tracy, 1st Baron Sudeley, and the Honourable Henrietta Susanna Tracy, daughter of Henry Tracy, 8th Viscount Tracy. The Hanbury family derived its wealth from its ownership of the Pontypool Ironworks. In 1806 he assumed by Royal licence the surname of Leigh in lieu of his patronymic. However, in 1839 he discontinued the use of this surname and resumed by Royal licence his original surname of Hanbury-Tracy. He was returned to Parliament for Wallingford in 1831, a seat he held until 1832. On 10 February 1852, his father appointed him a deputy lieutenant of Montgomeryshire. He succeeded his father in the barony in 1858 and also succeeded him as Lord Lieutenant of Montgomeryshire, which he remained until his death five years later. Lord Sudeley married Emma Elizabeth Alicia Pennant, daughter of George Hay Dawkins-Pennant, in 1831. Lord Sudeley died in February 1863, aged 62, and was succeeded in the barony by his son, Sudeley. Lady Sudeley died in July 1888.
Sudeley Charles George Hanbury-Tracy, 3rd Baron Sudeley (9 April 1837 – 28 April 1877), styled The Honourable Sudeley Hanbury-Tracy between 1858 and 1863, was a British colliery owner. Hanbury-Tracy was the son of Thomas Hanbury-Tracy, 2nd Baron Sudeley, and Emma Elizabeth Alicia Pennant, daughter of George Hay Dawkins-Pennant. He succeeded his father in the barony in February 1863, aged 25. He also succeeded his father as Lord-Lieutenant of Montgomeryshire, a post he held until his death. Lord Sudeley died unmarried in April 1877, aged 40, and was succeeded in the barony by his younger brother, Charles, who became a prominent Liberal politician.",I am unable to verify the date of death of Sudeley Han,"Thomas Hanbury-Tracy, 2nd Baron Sudeley."
c02027860bdd11eba7f7acde48001122,Where was the husband of Françoise-Marie Jacquelin born?,French,"Françoise-Marie Jacquelin (1602 – 1645) was an Acadian heroine and wife of Charles de Saint-Étienne de la Tour.
Charles de Saint-Étienne de La Tour (1593–1666) was a French colonist and fur trader who served as Governor of Acadia from 1631–1642 and again from 1653–1657.",I do not have information on the husband of Françoise-Marie,1593
0d118fb00bdb11eba7f7acde48001122,Where was the place of burial of the director of film Station West?,Westwood Village Memorial Park Cemetery,"Sidney Lanfield (April 20, 1898 – June 20, 1972) was an American film director known for directing romances and light comedy films and later television programs. The one-time jazz musician and vaudevillian star started his first directing job for the Fox Film Corporation in 1930; he went on to direct a number of films for 20th Century Fox. In 1941, he directed the Fred Astaire film "" You'll Never Get Rich"" for Columbia Pictures, then moved to Paramount Pictures. There Lanfield worked on a number of film comedies. He is probably best remembered for directing actor Bob Hope in a number of films including ""My Favorite Blonde"" (1942), ""Let's Face It"" (1943), ""Where There's Life"" (1947), and ""The Lemon Drop Kid"" (1951). Lanfield's most profitable film, however, was the first teaming of Basil Rathbone and Nigel Bruce as Holmes and Watson in 1939's ""The Hound of the Baskervilles"". In the early 1950s the reputedly strict taskmaster-director moved to television where his vaudeville and comic background in films were put to use in television comedies including ""Where's Raymond?McHale's Navy"" and ""The Addams Family"". Lanfield was married to film actress Shirley Mason from 1927 until his death in 1972. He is interred in the Westwood Village Memorial Park Cemetery in Los Angeles. Lanfield was also known as Sidney Landfield.
Station West is a 1948 black-and-white film directed by Sidney Lanfield and based on a Western novel by Luke Short. Burl Ives plays a small role and sings the following songs on the soundtrack: ""A Stranger in Town,The Sun's Shining Warm,"" and ""A Man Can't Grow Old.""","I couldn't find any information about a film director named ""Station West",Westwood Village Memorial Park Cemetery.
adadfff40bda11eba7f7acde48001122,Where was the director of film Solaiyamma born?,Theni,"Solaiyamma is a 1992 Tamil drama film directed by Kasthuri Raja. The film features Rahul, Sukanya and Karikalan in lead roles. The film, produced by Jothi Raja, had musical score by Deva and was released on 11 December 1992.
Kasthuri Raja is an Indian film director based in Chennai, India, and his native place is Mallingapuram near Pannaipuram, Theni District, Tamil Nadu. He is the father of actor Dhanush and director Selvaraghavan. He worked as an assistant director with Director K.S.G. Most of the films he directed were either village based or infatuation of youngsters. He also worked with Director Visu on more than 16 films. He began his life, running away from home to Chennai and working in a mill.",I couldn't find any information about a film director named Solaiy,Mallingapuram
3d28295a0bb011ebab90acde48001122,Who is the paternal grandmother of Archambaud Ix Of Bourbon?,Mathilde of Bourbon,"Archambaud VIII of Bourbon, nicknamed ""the Great"", (1189–1242) was a ruler (""sire"") of Bourbonnais in the modern region of Auvergne, France. His parents were Guy II of Dampierre and Mathilde of Bourbon. Archambaud’s first wife was Alix de Forez. They married in 1205. Before she was repudiated, Alix bore: Archambaud later married Beatrice de Montluçon, who bore him;
Archambaud IX of Bourbon (died 15 January 1249), called Le Jeune (""The Young""), was a ruler (sire) of Bourbonnais in the modern region of Auvergne, France. He was the son of Archambaud VIII of Bourbon. He married Yolande I, Countess of Nevers. They had: He died in Cyprus on 15 January 1249 during the Seventh Crusade.",I do not have information on Archambaud Ix Of Bourbon.,Mathilde of Bourbon
e228dccb08ad11ebbd83ac1f6bf848b6,"Which film has the director who is older, God'S Good Man or Una Cavalla Tutta Nuda?",God'S Good Man,"Maurice Elvey( 11 November 1887 – 28 August 1967) was the most prolific film director in British history. He directed nearly 200 films between 1913 and 1957. During the silent film era he directed as many as twenty films per year. He also produced more than fifty films- his own as well as films directed by others.
Franco Rossetti( born 1 October 1930) is an Italian film director and screenwriter.
Una cavalla tutta nuda( literally"" The all- naked horse"") is a 1972 commedia sexy all'italiana directed by Franco Rossetti.
God's Good Man is a 1919 British silent drama film directed by Maurice Elvey and starring Basil Gill, Peggy Carlisle and Barry Bernard. It was based on a novel by Marie Corelli. It s plot involves an heiress who marries a much poorer man.","I couldn't find any information on the films ""God'S Good Man",Maurice Elvey.
a704ed8c0baf11ebab90acde48001122,Who is the mother-in-law of Princess Adelheid Of Schaumburg-Lippe?,Princess Louise Caroline of Hesse-Kassel,"Friedrich of Schleswig-Holstein-Sonderburg-Glücksburg (23 October 1814 in Schleswig, Duchy of Schleswig – 27 November 1885 in Luisenlund, Schleswig-Holstein, Prussia) was the third Duke of Schleswig-Holstein-Sonderburg-Glücksburg. Friedrich was the second-eldest son of Friedrich Wilhelm, Duke of Schleswig-Holstein-Sonderburg-Glücksburg and Princess Louise Caroline of Hesse-Kassel and an elder brother of Christian IX of Denmark. Friedrich inherited the title of Duke of Schleswig-Holstein-Sonderburg-Glücksburg upon his childless brother Karl's death on 14 October 1878.
Princess Adelheid of Schaumburg-Lippe (9 March 1821 in Bückeburg, Schaumburg-Lippe – 30 July 1899 in Itzehoe, Schleswig-Holstein, Germany) was a member of the House of Schaumburg-Lippe and a Princess of Schaumburg-Lippe by birth. Through her marriage to Friedrich, Duke of Schleswig-Holstein-Sonderburg-Glücksburg, Adelheid was a sister-in-law of Christian IX of Denmark and Duchess consort of Schleswig-Holstein-Sonderburg-Glücksburg from 14 October 1878 to 27 November 1885.",I do not have information on Princess Adelheid Of Schaumburg,Princess Louise Caroline of Hesse-Kassel.
52b9c68408db11ebbd9cac1f6bf848b6,"Which film has the director who was born earlier, Lollilove or As White As In Snow?",As White As In Snow,"As White as in Snow( Swedish title:"" Så vit som en snö"") is a Swedish film which was released to cinemas in Sweden on 16 February 2001, directed by Jan Troell. It won three Guldbagge Awards, for best film, best direction and best cinematography, and was nominated for best screenplay. The screenplay is based on the novel"" Den ofullbordade himlen"" by Jacques Werup, which in turn is very loosely inspired by the life of Elsa Andersson, the first woman aviator in Sweden. She is portrayed by Amanda Ooms in the movie. Other key characters are played by Björn Granath, Stina Ekblad, Shanti Roney, Björn Kjellman, Reine Brynolfsson and Rikard Wolff. The grammatically awkward title( literally translated As white as a snow) is a quote from a poem/ song( Lejonbruden), which is performed in the movie.
Jan Gustaf Troell( born 23 July 1931) is a Swedish film director. Usually, Troell writes his own scripts and serves as his own director of photography. His realistic films, with a lyrical photography in which nature is prominent, have placed him in the first rank of modern Swedish film directors along with Ingmar Bergman and Bo Widerberg.
LolliLove is a 2004 American mockumentary co-written by, directed by and starring Jenna Fischer. The film satirizes a hip, misguided Southern California couple who decide to make a difference in the lives of the homeless by giving them lollipops with a cheery slogan on the wrapper.
Regina Marie Fischer( born March 7, 1974), better known as Jenna Fischer, is an American actress best known for her portrayal of Pam Beesly on the NBC sitcom"" The Office"", for which she was nominated for the Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series in 2007, and was a producer for its final season. Since then, Fischer has appeared in such films as"" Blades of Glory""( 2007),( 2007),"" The Promotion""( 2008),"" Hall Pass""( 2011), and"" The Giant Mechanical Man""( 2012), a film directed by her husband, Lee Kirk. She also appeared as Rhonda McNeil in the NBC's comedy- drama series"" You, Me and the Apocalypse"". Fischer also starred in the ABC sitcom"" Splitting Up Together""( 2018–2019). Fischer's first book,"" The Actor's Life: A Survival Guide"", with an introduction by Steve Carell, was published in November 2017.",I couldn't find any information on a film director named Lollil,Jan Troell was born earlier.
43d3db380baf11ebab90acde48001122,Who is the father-in-law of Mary Dudley?,Sir William Sidney,"Mary Sidney (née Dudley) (c. 1530–1535 – 9 August 1586) was a lady-in-waiting at the court of Elizabeth I, and the mother of Sir Philip Sidney and Mary Sidney Herbert, Countess of Pembroke. A daughter of John Dudley, Duke of Northumberland, she was marginally implicated in her father's attempt to place Lady Jane Grey on the English throne and affected by his attainder. Mary Dudley was one of Queen Elizabeth's most intimate confidantes during the early years of her reign. Her duties included nursing the Queen through smallpox in 1563 and acting as her mouthpiece towards diplomats. A sister of Elizabeth's favourite, Robert Dudley, Earl of Leicester , she remained always loyal to her family. She was the mother of seven children and accompanied her husband, Sir Henry Sidney, to Ireland and the Welsh Marches. From the 1570s the couple complained repeatedly about their, as they saw it, poor treatment at the Queen's hands. Still one of Elizabeth's favourite ladies, Mary Dudley retired from court life in 1579, suffering from ill health during her last years.
Sir Henry Sidney (1529 – 5 May 1586), Lord Deputy of Ireland, was the eldest son of Sir William Sidney of Penshurst, a prominent politician and courtier during the reigns of Henry VIII and Edward VI, from both of whom he received extensive grants of land, including the manor of Penshurst in Kent, which became the principal residence of the family. Henry Sidney was brought up at court as the companion of Prince Edward, afterwards King Edward VI, and he continued to enjoy the favour of the Crown, serving under Mary I of England and then particularly throughout the reign of Queen Elizabeth I. He was instrumental in the Elizabethan conquest of Ireland, serving as Lord Deputy three times. His career was controversial both at home and in Ireland.",I don't have information on Mary Dudley's father-in-law.,Sir William Sidney.
7c13a4500bdd11eba7f7acde48001122,What is the date of death of Nishio Tadakata's father?,"January 30, 1831","Tadakata was the fourth son of Nishio Tadayoshi, and succeeded his father as head of the Nishio clan and daimyō of Yokosuka in 1829. HIs wife was a daughter of Matsudaira Muneakira, daimyō of Miyazu Domain in Tango Province, but he had no children. He retired due to illness in 1843, yielding the clan leadership to his adopted son Tadasaka. Tadakata died in Yokosuka Castle on June 18, 1857, at age 47. His grave is located at the Nishio clan temple of Ryumin-ji in modern Kakegawa, Shizuoka.
Nishio Tadayoshi was the fourth son of Makino Sadanaga, daimyō of Kasama Domain in Hitachi Province. He became the adopted heir of the fourth daimyō of Yokosuka Domain, Nishio Tadayuki, in 1783 and married Tadayuki's daughter. Tadayoshi became daimyō and head of the Nishio clan after his adoptive father's death in 1801. Tadayoshi entered the administration of the Tokugawa shogunate as a ""Sōshaban"" (Master of Ceremonies) in 1806. He encouraged learning amongst his retainers, founding the domain school, , in 1811. He invited noted ""kokugaku"" scholar Yagi Tomiho to lecture there. Tadayoshi also revised fishing laws and encouraged sword production for the purpose of stabilizing the domain's finances. Despite these measures, he was confronted with a peasant revolt aiming for lowered taxes, in 1816. In 1829, citing illness, Tadayoshi resigned from his position as daimyō, yielding it to his fourth son, Tadakata. Tadayoshi died at his Edo residence in Kobiki-chō on January 30, 1831, at age 63. His grave is located at the Nishio clan temple of Ryumin-ji in modern Kakegawa, Shizuoka.",I don't have information about Nishio Tadakata's,"January 30, 1831."
59f0b4d608b211ebbd85ac1f6bf848b6,"Which film was released more recently, Thema Syneidiseos or My Magic?",My Magic,"Thema syneidiseos is a 1973 Greek film produced by Finos Films, directed by Petros Lykas and starring Nikos Kourkoulos and Betty Arvaniti.
My Magic is a 2008 Singaporean Tamil language drama film directed by Eric Khoo and produced by Zhao Wei Films in association with Infinite Frameworks. "" My Magic"" was the first Singapore film to be nominated for the Palme D'Or, the top award for film at the Cannes Film Festival. It has been also selected as Singapore's official entry for the Oscars in 2009. It was released in Singapore cinemas on 25 September 2008.","I couldn't find any information on ""Thema Syneidise",Thema Syneidiseos (1973)
